,image_id,question,answer
8205,20652,Can you tell the type of wall shown in the photo?,wooden
8206,565110,Is it raining or sunny?,rain
8207,329734,What food do these animals eat?,cat food
8208,47001,What are the ingredients used in preparing the dish shown?,cheese
8209,345104,In what city are these people getting their picture taken?,boston
8210,120734,What caused the erosion of the ground under the animals?,rain
8211,468159,What do these street lights do?,control traffic
8212,23935,Where is this picture taken?,lake
8213,40298,What sport is this?,tennis
8214,340898,Which predators feed on these animals?,lion
8215,269550,Would this dish be served at mcdonald's or someplace fancier?,someplace fancier
8216,272269,What event does this food signify?,baptism
8217,57794,What does this extinguish?,fire
8218,308522,What material is this toy made of?,balloon
8219,460442,What do they call this outside shopping area?,market
8220,37429,What type of wine is in the two glasses?,red
8221,555211,What kind of lighting fixture is hanging from the ceiling?,chandelier
8222,208723,What is the person on?,ski
8223,411987,What happened to the rod?,fell
8224,114333,What is the difference in age between these two buildings?,1000 years
8225,416315,What kind of meal is shown on the table?,dinner
8226,483146,What kind of plane is this?,fire fighter plane
8227,409909,Is this animal rested or tired?,tired
8228,388947,What is this person looking at?,mirror
8229,287228,A biblical story tells of a similar event pictured name the protagonist?,noah
8230,416284,Would ajax or tide more likely be used to clean this?,ajax
8231,501212,Do you think he just landed a trick or did he fail?,landed
8232,173595,What common drink is made from the yellow fruit in this picture?,lemonade
8233,470091,What vitamins do you get from the fruits?,c
8234,285132,What city is this meeting taking place?,beverly hill
8235,266880,What kind of bear in the middle?,koala
8236,534195,Where is this located?,india
8237,177977,Is this a gas or electric stove?,electric
8238,481091,What's a land vehicle form a cartoon names thomas?,train
8239,466202,What is the complimentary color to the necktie?,red
8240,394104,What kind of area is this?,beach
8241,42519,What kind of style is this food prepared?,grilled
8242,84488,What food does the animal eat?,grass
8243,296244,What is the life span of this animal?,16 years
8244,511301,What is that box?,park meter
8245,498443,What breed are these dogs?,dalmation
8246,27980,What is the purpose of the truck being so close to the water?,unload boat
8247,465693,What do you call this animal with a long skinny neck?,giraffe
8248,328346,What would you call the man behind the catcher?,umpire
8249,62844,What is the weather like today?,warm
8250,111671,What object is this?,clock
8251,433786,What breed of cat is this?,tabby
8252,136668,What would you have to remove from this animal before cooking it?,feather
8253,399227,What season would this take place in?,summer
8254,151658,What is the specific name of the type of surfboard shown in the photo?,longboard
8255,159731,When was this piece of electronic equipment invented?,1981
8256,576709,What kind of furniture is in this park?,bench
8257,271185,What type of animal is this?,sheep
8258,111290,What shade is this picture in?,black and white
8259,444233,What kinds of paintings are there in this picture?,abstract
8260,350254,Is this person a thrill seeker or is he safe?,thrill seeker
8261,15823,What sound does this animal make?,moo
8262,253906,What topping is on the pizza?,pepperoni
8263,383424,How long as this company been in business?,50 years
8264,339966,What are these part of?,collection
8265,240198,What type of fish bait do these flying objects look like?,worm
8266,288015,What kind of people ride this bus?,school kid
8267,539631,In what state was this man a senator?,illinois
8268,570385,What would these people be doing with this bus?,tour
8269,457050,What types of fruit are these?,orange and lime
8270,7028,Which ball park meat frequently appears surrounded by bread like this?,hotdog
8271,305660,What style is that chair designed after?,modern
8272,50061,What type of food are they serving?,cafeteria
8273,420236,What is the theme of this gathering?,kite
8274,568424,What movie features small monsters that live in these?,gremlin
8275,285093,What ancient general famously used animals like these when invading rome?,hannibal
8276,409454,Which country did this food originate from?,italy
8277,234819,Where are these manufactured?,japan
8278,64816,What substance was used to color the man on the left gold?,paint
8279,265513,In this picture what is keeping the kite in the air?,wind
8280,508227,What is weird about this hotdog?,eye
8281,86378,What is the fastest one of these have ever been thrown?,105
8282,341065,What is someone called who can't see this color?,colorblind
8283,168067,What sport is being played?,tennis
8284,326948,What kind of license is required for these vehicles?,boat
8285,121046,What holiday do you cook this?,thanksgiving
8286,317557,Where are these birds migrating to?,south
8287,471529,What is the purpose of the object that the man is sitting on?,transportation
8288,5589,What food group makes up this meal?,dairy
8289,442506,What country is that sign used in?,england
8290,460909,What is this animals favorite food?,peanut
8291,109,What type of body of water is this?,river
8292,225713,Name the type of ceramic used to make this toilet in this picture?,porcelain
8293,307759,What is associated with this place?,cook
8294,134871,How many feet deep are these most likely dug?,6
8295,22854,Who makes this phone?,motorola
8296,174705,What model of bike is in the picture?,dirt bike
8297,308095,Where is this?,skatepark
8298,381116,Why is the player touching the other player?,tag
8299,373492,What does someone want to happen?,stop harper
8300,125567,How old is the lamb?,2
8301,533989,The squat item on the sidewalk is often lampooned as being an attraction to what animal?,dog
8302,140787,What is this person doing?,play baseball
8303,40474,What kind of flower is this?,lilac
8304,408390,How are the green veggies cooked?,steamed
8305,429960,What are these people doing that shows they are relaxing?,sit
8306,4517,What kind of wood is the fence made of?,pine
8307,268231,What do these animals eat?,grass
8308,237726,What kind if hotdog is this?,chicago
8309,502485,Where are these animals?,farm
8310,367375,What are the people riding on?,carriage
8311,218854,What kind of giraffe is this?,african
8312,496673,What are these people waiting for?,bus
8313,181463,Which famous nursery pair went rolling down an incline like this one?,jack and jill
8314,38426,What kind of topping is on the donut?,sprinkle
8315,139214,What make and model is the car pictured?,toyota avalon
8316,513895,Which kind of material is used for the hair band shown in the head of the lady?,plastic
8317,412363,What breed of dog is that?,husky
8318,288556,What is the name of the sandwich?,grilled cheese
8319,209128,What kind of ball is this sport played with?,baseball
8320,392152,Is this food real or fake?,fake
8321,33445,What breed of cat is shown?,tuxedo
8322,580706,What type of pattern are the cats on top of?,plaid
8323,131909,What event is this?,birthday
8324,572487,What does this symbol mean?,stop
8325,387901,What kind of skiing doesn't need hills?,cross country
8326,67802,What type of boats are these?,paddle
8327,519845,When do you pay to use this transportation online or at the door?,online
8328,553371,What breed of sheep is that?,merino
8329,509582,What sport are they training for?,soccer
8330,235868,What sport is played?,ski
